id;item;response;rater1;rater2;rater3;rater4;raterm
2014;box;biodegradable portable garden;3;3;3;3;3
2014;box;step stool;1;1;1;1;1
2014;box;reconstructed as a wagon;2;2;1;3;2
2014;box;fairy village;2;4;3;3;3
2014;box;giant Lego;3;3;3;3;3
2014;box;pet house;1;1;1;1;1
2014;box;makeshift armor;1;1;2;2;1,5
2015;box;table;1;1;1;1;1
2015;box;bed;1;1;1;1;1
2015;box;car;1;1;1;2;1,25
2015;box;chairs;1;1;1;1;1
2015;box;costume;1;1;1;2;1,25
2015;box;football;1;1;2;1;1,25
2015;box;skirt;1;1;2;2;1,5
2015;box;scarf;1;1;2;2;1,5
2015;box;robot suit;2;1;2;2;1,75
2015;box;ceiling storage;2;1;1;1;1,25
2016;box;hat;1;1;1;1;1
2016;box;belt;2;2;2;2;2
2016;box;robot;2;1;2;2;1,75
2017;box;fort;1;1;1;1;1
2017;box;drawer;2;1;1;2;1,5
2017;box;jewelry;1;1;1;1;1
2017;box;bed;1;1;1;1;1
2017;box;car;1;1;1;2;1,25
2017;box;helmet;1;1;2;2;1,5
2017;box;robot;2;1;2;2;1,75
2017;box;wardrobe;1;1;1;2;1,25
2017;box;shelter;1;1;1;1;1
2017;box;spaceship;1;1;1;2;1,25
2017;box;cabinet;1;1;1;2;1,25
2017;box;habitat;2;1;1;1;1,25
2018;box;a house;1;1;1;1;1
2018;box;dress;1;1;1;1;1
2018;box;robot costume;2;1;2;2;1,75
2018;box;packing peanuts;1;1;1;2;1,25
2018;box;as bread slices;1;1;3;2;1,75
2018;box;a very large die;3;3;4;3;3,25
2019;box;Hat;1;1;1;1;1
2019;box;Fan;2;2;2;3;2,25
2019;box;Pillow;1;1;2;2;1,5
2019;box;Chair;1;1;1;1;1
2019;box;Ladder;1;1;2;2;1,5
2019;box;Umbrella;1;1;1;2;1,25
2019;box;Dogs house;1;1;1;1;1
2020;box;tent;2;1;1;2;1,5
2020;box;cave;2;1;2;2;1,75
2020;box;playground;1;1;1;1;1
2020;box;boat;1;1;1;2;1,25
2020;box;puppet stage;2;3;2;3;2,5
2020;box;step stool;1;1;1;1;1
2020;box;cat holder;1;1;1;1;1
2021;box;mask;1;2;2;3;2
2021;box;step stool;1;1;1;1;1
2021;box;create a dam;2;2;3;3;2,5
2021;box;Play toy i.e. Fort  Rocketship;2;1;1;2;1,5
2021;box;Cat house;1;1;1;1;1
2021;box;Kindling material for fire;2;2;1;2;1,75
2022;box;a hat;1;1;2;1;1,25
2022;box;Have it house a computer;2;1;2;2;1,75
2022;box;Line with a plastic bag so you can carry fish more easily;4;3;2;4;3,25
2022;box;have the top and sides fold out so its flat and has a diorama inside;2;2;2;3;2,25
2023;box;Fan;2;2;2;3;2,25
2023;box;Airplane;1;1;2;2;1,5
2023;box;Bench;1;1;1;2;1,25
2023;box;Canvas;1;1;1;2;1,25
2023;box;Clothing;1;1;1;1;1
2023;box;Instrument;1;1;2;2;1,5
2023;box;Sled;1;1;1;1;1
2023;box;Shelter;1;1;1;1;1
2023;box;Planter for plants;2;2;2;2;2
2023;box;Blanket;1;1;2;2;1,5
2024;box;desk;1;1;1;2;1,25
2024;box;table;1;1;1;1;1
2024;box;frame;2;1;2;3;2
2024;box;Fort;1;1;1;1;1
2024;box;Wall;1;1;2;1;1,25
2024;box;house;1;1;1;1;1
2024;box;bumper;4;2;2;2;2,5
2024;box;cabinet;1;1;1;2;1,25
2024;box;shield;1;1;2;2;1,5
2024;box;ball pin;1;1;1;3;1,5
2025;box;hat;1;1;1;1;1
2025;box;table;1;1;1;1;1
2025;box;pet;1;1;2;1;1,25
2025;box;house;1;1;1;1;1
2025;box;car;1;1;1;2;1,25
2025;box;shelf;2;1;1;2;1,5
2025;box;stool;1;1;1;1;1
2025;box;wagon;2;2;1;3;2
2025;box;train;1;1;2;2;1,5
2025;box;doghouse;1;1;1;1;1
2025;box;playhouse;1;1;1;1;1
2025;box;spaceship;1;1;1;2;1,25
2025;box;umbrella;1;1;1;2;1,25
2025;box;surfboard;2;2;2;3;2,25
2025;box;dog bed;1;1;1;1;1
2026;box;To use to make yourself into a rowboat;2;1;2;2;1,75
2026;box;Use it to play games;1;1;1;1;1
2026;box;To use as a peg leg;3;3;3;3;3
2026;box;Put a cat in it;1;1;1;1;1
2026;box;To make into a Halloween outfit;1;2;2;2;1,75
2026;box;Hide small presents inside;1;1;2;2;1,5
2026;box;To Paint for a center piece;3;2;2;2;2,25
2026;box;To put it on top of your pets;1;1;2;1;1,25
2026;box;To fit a person inside;1;1;1;1;1
2026;box;To put on top of a person;1;1;2;1;1,25
2027;box;Use it as a floor mate;1;1;1;2;1,25
2027;box;Can be used when cleaning to et in between small cracks and corners;3;4;2;3;3
2027;box;Can be used to prevent scratches on floor;3;3;2;2;2,5
2027;box;use it as a homemade picture frame;2;2;2;3;2,25
2027;box;Use it as a way to relax Put it over your head and think;2;2;2;3;2,25
2028;box;table;1;1;1;1;1
2028;box;audio;2;2;2;3;2,25
2028;box;bed;1;1;1;1;1
2028;box;canvas;1;1;1;2;1,25
2028;box;platform;1;2;2;2;1,75
2028;box;chair;1;1;1;1;1
2028;box;boat;1;1;1;2;1,25
2028;box;Shield;1;1;2;2;1,5
2028;box;time machine;2;1;2;2;1,75
2029;box;hat;1;1;1;1;1
2029;box;hat;1;1;1;1;1
2029;box;weapon;1;1;1;1;1
2029;box;pedestal;1;1;2;2;1,5
2029;box;terrarium;3;3;2;3;2,75
2029;box;Jenga piece;3;1;2;3;2,25
2029;box;puppet theater;2;3;2;3;2,5
2029;box;turtle shell;3;3;2;3;2,75
2029;box;crap collector;1;1;2;1;1,25
2029;box;shoe holder;1;1;1;1;1
2029;box;tiny house;1;1;2;1;1,25
2029;box;brick in fort;1;1;2;1;1,25
2029;box;pet bed;1;1;1;1;1
2030;box;Fort;1;1;1;1;1
2030;box;Seat;1;1;1;1;1
2030;box;Play area for an animal;2;1;1;2;1,5
2030;box;House;1;1;1;1;1
2030;box;Cut up and design things with;1;1;1;2;1,25
2030;box;Eat out of;1;1;2;1;1,25
2030;box;Color on;1;1;1;2;1,25
2030;box;Boat;1;1;1;2;1,25
2030;box;Treasure Chest;2;1;2;2;1,75
2030;box;Hideout;1;1;2;2;1,5
2030;box;Time Capsule;2;1;2;3;2
2030;box;Foot Stool;1;1;1;1;1
2030;box;Part of a costume;1;1;2;2;1,5
2030;box;Reuse for presents;1;1;1;1;1
2031;box;using multiple to build a transpiration object  such as a plane;2;2;1;2;1,75
2031;box;Poking holes in it to use as a Filter if metal;3;5;3;4;3,75
2031;box;Fighting with a;1;2;1;3;1,75
2031;box;House/Living;1;1;1;1;1
2031;box;Using as a wheel;2;1;2;2;1,75
2032;box;Table;1;1;1;1;1
2032;box;Cage;1;1;1;1;1
2032;box;House;1;1;1;1;1
2032;box;goal;3;1;2;2;2
2032;box;Bookcase;2;1;1;2;1,5
2032;box;cover;1;2;1;1;1,25
2032;box;Chair;1;1;1;1;1
2032;box;Matt;1;1;1;1;1
2033;box;table;1;1;1;1;1
2033;box;break down and tear into pieces for a collage;1;2;2;3;2
2033;box;jump on it;1;1;1;1;1
2033;box;build an accordion;4;3;2;4;3,25
2033;box;chair or stool;1;1;1;1;1
2033;box;use it to go over Niagara falls;2;3;3;4;3
2033;box;wear it as a hat;1;2;1;1;1,25
2033;box;delaminate the cardboard and write a magnum opus;2;5;4;4;3,75
2033;box;wear it as a dress;1;2;2;1;1,5
2033;box;put it out to catch a troll;1;4;3;4;3
2033;box;use it as a cape;1;2;3;2;2
2033;box;break it down and sleep o it;1;1;2;1;1,25
2034;box;hat;1;1;1;1;1
2034;box;table;1;1;1;1;1
2034;box;container;1;1;1;1;1
2034;box;shelf;2;1;1;2;1,5
2034;box;stool;1;1;1;1;1
2034;box;costume;1;1;1;2;1,25
2034;box;floatation device;3;3;2;3;2,75
2034;box;barrier;1;1;1;2;1,25
2034;box;playpen;1;1;1;2;1,25
2034;box;organizer;1;1;1;1;1
2034;box;recycling bin;1;1;1;1;1
2034;box;side table;1;1;1;1;1
2034;box;club house;1;1;1;3;1,5
2035;box;floor covering painting;2;1;2;2;1,75
2035;box;moving;1;1;1;1;1
2035;box;shack;1;1;1;2;1,25
2035;box;sled;1;1;1;1;1
2035;box;mat;1;1;1;2;1,25
2035;box;forts;1;1;1;1;1
2035;box;store things;1;1;1;1;1
2035;box;make signs;1;1;1;2;1,25
2036;box;hat;1;1;1;1;1
2036;box;plate;2;1;2;1;1,5
2036;box;shoes;1;1;1;1;1
2036;box;jewelry;1;1;1;1;1
2036;box;house;1;1;1;1;1
2036;box;food;1;1;2;1;1,25
2036;box;tray;2;1;2;2;1,75
2036;box;art;1;1;1;1;1
2036;box;pillow;1;1;2;2;1,5
2036;box;cup;1;1;2;2;1,5
2036;box;cooking utensil;1;1;2;2;1,5
2036;box;flooring;1;1;2;2;1,5
2036;box;bedding;2;1;2;1;1,5
2036;box;transportation;1;2;1;1;1,25
2036;box;flotation device;3;2;2;3;2,5
2036;box;form of communication;2;2;2;3;2,25
2037;box;use for sledding when there is snow;1;1;1;1;1
2037;box;hold your Christmas tree  so that the plastic parts fall in to the;2;1;2;3;2
2039;box;hat;1;1;1;1;1
2039;box;table;1;1;1;1;1
2039;box;plate;2;1;2;1;1,5
2039;box;padding;3;1;1;2;1,75
2039;box;insulation;3;1;2;2;2
2039;box;patching material;2;2;2;3;2,25
2039;box;alternative to painters paper;1;1;2;3;1,75
2039;box;kindling for fire;2;2;1;2;1,75
2039;box;Halloween costume;1;1;2;2;1,5
2039;box;cat toy;1;1;1;2;1,25
2039;box;trash can;1;1;1;1;1
2040;box;hat;1;1;1;1;1
2040;box;table;1;1;1;1;1
2040;box;cart;1;2;1;2;1,5
2040;box;cart;1;2;1;2;1,5
2040;box;lamp;2;2;2;2;2
2040;box;shirt;1;1;2;1;1,25
2040;box;armor;1;1;2;2;1,5
2040;box;boat;1;1;1;2;1,25
2040;box;shield;1;1;2;2;1,5
2040;box;step stool;1;1;1;1;1
2040;box;window shutter;2;2;2;2;2
2040;box;door stop;1;1;2;1;1,25
2040;box;building block;1;1;1;2;1,25
2041;box;Put a cat in;1;1;1;1;1
2041;box;take apart and use as a sled;1;2;1;1;1,25
2041;box;put between you and someone you don't want to talk to;1;2;3;4;2,5
2042;box;cut it and fold it into an umbrella to keep you dry;2;2;2;3;2,25
2042;box;burn it and use the ashes mixed with water as a writing substance;2;5;3;4;3,5
2042;box;teleportation device to transfer goods to the homeless;1;2;3;3;2,25
2042;box;chop it up and use it as insulation;3;1;2;3;2,25
2043;box;drum;1;2;2;3;2
2043;box;guitar add strings;4;5;2;3;3,5
2043;box;shoes Shoebox;1;1;1;1;1
2043;box;sled;1;1;1;1;1
2043;box;makeshift litterbox;2;1;1;2;1,5
2043;box;lampshade;2;2;2;3;2,25
2043;box;play mat unfolded;1;2;2;2;1,75
2043;box;flower pot;2;2;2;2;2
2043;box;Cut into wings;2;2;2;3;2,25
2043;box;racecar;1;2;1;2;1,5
2043;box;dog bed;2;1;1;1;1,25
2043;box;art canvas;1;1;2;2;1,5
2043;box;shelter/cover;1;1;1;1;1
2043;box;play house;1;1;1;1;1
2044;box;hat;1;1;1;1;1
2044;box;car;1;1;1;2;1,25
2044;box;super Mario costume;2;3;3;3;2,75
2044;box;used to lock up ghosts;3;3;3;4;3,25
2044;box;sled;1;1;1;1;1
2044;box;haute couture;1;3;2;3;2,25
2044;box;interdimensional portal;2;3;3;4;3
2044;box;Time machine;2;1;2;2;1,75
2044;box;tubes connecting a tree house;4;1;3;3;2,75
2045;box;painting drop cloth;2;2;2;3;2,25
2045;box;square edge for measurement;3;3;2;3;2,75
2045;box;snow sled;1;1;1;1;1
2045;box;Halloween costume;1;1;2;2;1,5
2045;box;Dog Bed;2;1;1;1;1,25
2045;box;degradable planting container;3;3;3;4;3,25
2045;box;exercise tool;2;2;1;1;1,5
2045;box;child's toy racecar;3;1;1;3;2
2046;box;Cutting it into smaller squares and adding more sides to those until you have multiple tiny;2;1;4;2;2,25
2046;box;Grating it with a cheese grater;2;3;3;4;3
2046;box;cutting of the flaps and strapping them on the back of a squirrel and pretending its a bird;3;4;3;4;3,5
2046;box;dinner plate;2;1;2;2;1,75
2046;box;Soggy hat in the rain;2;2;2;3;2,25
2046;box;Get a lot of them in different sizes and make Russian Nesting Dolls;3;4;2;4;3,25
2047;box;window;1;1;2;2;1,5
2047;box;tv;2;1;1;2;1,5
2047;box;drum;1;2;2;3;2
2047;box;bed;1;1;1;1;1
2047;box;mind;1;1;3;1;1,5
2047;box;instrument;1;1;2;2;1,5
2047;box;spaceship;1;1;1;2;1,25
2047;box;learning;1;1;1;1;1
2047;box;boat;1;1;1;2;1,25
2047;box;UFO;2;2;2;2;2
2047;box;treasure chest;2;1;2;2;1,75
2047;box;black hole;2;3;3;3;2,75
2047;box;balance beam;2;3;2;2;2,25
2047;box;step stool;1;1;1;1;1
2047;box;cat house;1;1;1;1;1
2047;box;computer screen;1;1;2;2;1,5
2047;box;Christmas present;1;1;2;1;1,25
2048;box;as a demonstration of the concept of volume;3;1;3;3;2,5
2048;box;as a vehicle;1;1;1;2;1,25
2048;box;as compost material;3;3;2;2;2,5
2048;box;as a time machine;1;1;2;2;1,5
2048;box;as material for a sculpture;1;2;2;2;1,75
2048;box;as a form of shelter;1;1;1;1;1
2048;box;as a last name;2;1;3;3;2,25
2048;box;as tinder to start a fire;1;2;1;2;1,5
2048;box;as a piece of clothing;1;1;2;1;1,25
2049;box;Seat;1;1;1;1;1
2049;box;Theme for a theme park;3;3;3;3;3
2049;box;Sled;1;1;1;1;1
2049;box;Cave;2;1;2;2;1,75
2049;box;Shovel;1;2;2;3;2
2049;box;Treasure Chest;2;1;2;2;1,75
2049;box;Habitat for a mouse;2;1;2;2;1,75
2049;box;Rocket Fuel;1;1;2;3;1,75
2049;box;Board as in a blackboard for a classroom;1;1;2;3;1,75
2050;box;imaginary cave;2;1;2;3;2
2050;box;cat playhouse;1;1;1;2;1,25
2050;box;play tunnel;2;1;2;2;1,75
2050;box;alien helmet;2;1;2;2;1,75
2050;box;drawing canvas;1;1;1;2;1,25
2050;box;garden compost;3;4;2;3;3
2050;box;giant dice;3;3;3;3;3
2051;box;hat;1;1;1;1;1
2051;box;locker;1;1;1;2;1,25
2051;box;house;1;1;1;1;1
2051;box;canvas;1;1;1;2;1,25
2051;box;home for a vagabond;1;1;1;1;1
2051;box;cat scratching post;1;1;1;3;1,5
2051;box;wardrobe;1;1;1;2;1,25
2051;box;trampoline;3;3;2;3;2,75
2051;box;ant kingdom;3;3;2;4;3
2051;box;snake house;2;1;2;2;1,75
2051;box;keeping towels;1;1;1;1;1
2051;box;imaginarium;3;1;2;3;2,25
2051;box;dinner plate;2;1;2;2;1,75
2051;box;pretend car;1;1;1;2;1,25
2051;box;graffiti target;2;1;2;3;2
2051;box;keeping clothes;1;1;1;1;1
2051;box;pet house;1;1;1;1;1
2051;box;storing letters;1;1;1;1;1
2051;box;trash can;1;1;1;1;1
2051;box;shooting practice;1;1;2;2;1,5
2051;box;use it for exercise;2;1;1;1;1,25
2051;box;play house;1;1;1;1;1
2051;box;book bag;2;1;2;2;1,75
2052;box;House;1;1;1;1;1
2052;box;Mouse Catcher;2;1;2;3;2
2052;box;Step Stool;1;1;1;1;1
2053;box;Door;1;1;2;1;1,25
2053;box;Computer;2;1;2;2;1,75
2053;box;Wall;1;1;2;1;1,25
2053;box;Toilet;2;1;1;1;1,25
2053;box;Airplane;1;1;2;2;1,5
2053;box;Bed;1;1;1;1;1
2053;box;Car;1;1;1;2;1,25
2053;box;Bench;1;1;1;2;1,25
2053;box;Furniture;1;1;1;1;1
2053;box;Oven;1;1;2;3;1,75
2053;box;Refrigerator;1;1;2;2;1,5
2053;box;Sink;1;1;2;1;1,25
2053;box;Stove;1;1;2;2;1,5
2053;box;Clock;2;2;2;2;2
2053;box;Fork;1;1;2;1;1,25
2053;box;Weapon;1;1;1;1;1
2053;box;Rank;1;1;1;1;1
2053;box;Bus;1;1;2;2;1,5
2053;box;Classroom;1;1;2;2;1,5
2053;box;Shelter;1;1;1;1;1
2053;box;Pail;1;1;1;2;1,25
2053;box;Raft;2;2;1;2;1,75
2053;box;Boat;1;1;1;2;1,25
2053;box;Flooring;1;1;2;2;1,5
2053;box;Shovel;1;2;2;3;2
2053;box;Blanket;1;1;2;2;1,5
2053;box;Roofing;2;1;2;3;2
2053;box;Writing Utensil;1;1;2;2;1,5
2053;box;Dog Cage;1;1;1;1;1
2053;box;Gas Pump;2;2;2;3;2,25
2053;box;Power Outlet;1;1;2;3;1,75
2053;box;Vending Machine;4;2;2;3;2,75
2053;box;Food Storage;1;1;1;1;1
2053;box;Presentation Platform;1;3;2;3;2,25
2053;box;Cell Phone;1;2;2;2;1,75
2054;box;room;1;1;2;1;1,25
2054;box;as a ball;1;1;2;1;1,25
2054;box;a table;1;1;1;1;1
2054;box;food;1;1;2;1;1,25
2054;box;roll in;1;1;2;2;1,5
2054;box;sit on;1;1;1;1;1
2054;box;a stand;1;1;1;1;1
2054;box;lighting;2;1;2;3;2
2054;box;cushion;2;1;2;2;1,75
2054;box;stair;1;1;2;1;1,25
2054;box;speaker holder;2;1;2;2;1,75
2054;box;to play fetch;1;1;1;1;1
2055;box;hat;1;1;1;1;1
2055;box;table;1;1;1;1;1
2055;box;crate;1;1;1;1;1
2055;box;storage;1;1;1;1;1
2055;box;sled;1;1;1;1;1
2055;box;boat;1;1;1;2;1,25
2055;box;lamp shade;2;2;2;3;2,25
2055;box;floor cover;2;1;2;2;1,75
2055;box;filing cabinet;2;1;1;3;1,75
2056;box;table;1;1;1;1;1
2056;box;house;1;1;1;1;1
2056;box;garden;2;2;1;2;1,75
2056;box;stool;1;1;1;1;1
2056;box;sled;1;1;1;1;1
2056;box;lunchbox;1;1;1;1;1
2056;box;puppet show;2;3;2;3;2,5
2056;box;plant pot;2;2;2;2;2
2056;box;baby bed;2;1;2;2;1,75
2056;box;paint face on;1;1;2;2;1,5
2056;box;dog house;1;1;1;1;1
2057;box;Fort;1;1;1;1;1
2057;box;House;1;1;1;1;1
2057;box;sled;1;1;1;1;1
2057;box;shelter;1;1;1;1;1
2057;box;Frisbee target;1;2;2;3;2
2057;box;lacrosse goal;3;1;2;3;2,25
2057;box;Hiding spot;1;1;2;2;1,5
2057;box;puppet house;2;3;2;3;2,5
2057;box;jump out of to surprise;1;1;2;2;1,5
2057;box;hockey goal;3;1;2;3;2,25
2057;box;soccer goal;3;1;2;3;2,25
2057;box;shooting target;1;1;2;2;1,5
2057;box;put present in;1;1;1;1;1
2058;box;Throw it like a ball;1;1;2;1;1,25
2058;box;Use it to jack up a car;1;2;2;2;1,75
2058;box;Make a beehive;4;3;3;3;3,25
2058;box;Make a shower curtain;2;1;3;3;2,25
2058;box;Sit on it;1;1;1;1;1
2058;box;raft;2;2;1;2;1,75
2058;box;Keep a snake in it;2;1;2;1;1,5
2058;box;Make a maze;2;2;2;4;2,5
2058;box;bird feeder;3;2;2;3;2,5
2058;box;Wear as a hat;1;2;1;1;1,25
2058;box;Wear it as a costume;1;2;1;2;1,5
2058;box;Use it as a sled;1;1;1;1;1
2058;box;Practice boxing;2;3;2;3;2,5
2059;box;paper;1;1;1;2;1,25
2059;box;hat;1;1;1;1;1
2059;box;container;1;1;1;1;1
2059;box;roof;2;1;2;3;2
2059;box;fort;1;1;1;1;1
2059;box;seat;1;1;1;1;1
2059;box;house;1;1;1;1;1
2059;box;suitcase;1;1;1;2;1,25
2059;box;fence;1;1;2;3;1,75
2059;box;costume;1;1;1;2;1,25
2059;box;hide;1;1;2;2;1,5
2059;box;kite;3;2;2;3;2,5
2059;box;throne;2;2;2;3;2,25
2059;box;calendar;1;1;2;3;1,75
2059;box;mat;1;1;1;2;1,25
2059;box;divider;1;1;2;2;1,5
2059;box;umbrella;1;1;1;2;1,25
2059;box;surfboard;2;2;2;3;2,25
2059;box;filler material;2;2;1;2;1,75
2059;box;flower bed;2;2;2;2;2
2059;box;fire starter;1;2;1;2;1,5
2059;box;paper towel;1;1;2;3;1,75
2060;box;fake fire place;1;3;2;3;2,25
2060;box;ant farm;3;3;2;3;2,75
2060;box;turtle shell;3;3;2;3;2,75
2060;box;bear trap;2;3;2;3;2,5
2060;box;race car;1;2;1;2;1,5
2061;box;desk;1;1;1;2;1,25
2061;box;hat;1;1;1;1;1
2061;box;table;1;1;1;1;1
2061;box;shoes;1;1;1;1;1
2061;box;fort;1;1;1;1;1
2061;box;toilet;2;1;1;1;1,25
2061;box;bed;1;1;1;1;1
2061;box;house;1;1;1;1;1
2061;box;shelf;2;1;1;2;1,5
2061;box;couch;2;1;2;2;1,75
2061;box;dress;1;1;2;2;1,5
2061;box;stool;1;1;1;1;1
2061;box;stand;1;1;1;1;1
2061;box;chair;1;1;1;1;1
2061;box;sled;1;1;1;1;1
2061;box;outfit;1;1;2;1;1,25
2061;box;self;1;1;1;1;1
2061;box;shield;1;1;2;2;1,5
2061;box;pet bed;1;1;1;1;1
2061;box;hold clothes;1;1;1;1;1
2062;box;Pretend its a shield;1;1;2;2;1,5
2062;box;Make a robot;2;1;2;2;1,75
2062;box;Make a fort;1;1;1;1;1
2062;box;Make a costume;1;1;1;2;1,25
2062;box;Flatten it and make a sled;1;1;2;1;1,25
2062;box;Make it a drum;1;2;1;3;1,75
2062;box;Make a soccer  basketball goal;3;1;2;3;2,25
2063;box;put it over an area to kill the plant growth;3;4;2;4;3,25
2063;box;house small pets;1;1;1;1;1
2063;box;flatten and use as surface to bare down on;1;1;2;2;1,5
2063;box;giant manual fan;3;3;2;4;3
2063;box;stair sled;1;1;1;3;1,5
2063;box;a small sandbox;2;3;2;3;2,5
2063;box;cigarette filter;3;3;2;3;2,75
2063;box;used to create a sound absorbing recording studio;4;3;3;4;3,5
2064;box;Storage;1;1;1;1;1
2064;box;stand;1;1;1;1;1
2064;box;chair;1;1;1;1;1
2064;box;steps;1;1;1;1;1
2064;box;robot costume;2;1;2;2;1,75
2064;box;nightstand;1;1;1;2;1,25
2064;box;alien costume;2;1;2;2;1,75
2064;box;door prop;1;1;2;1;1,25
2064;box;play television;1;1;1;2;1,25
2064;box;workout equipment;2;1;1;2;1,5
2064;box;display case;1;1;1;3;1,5
2064;box;play house;1;1;1;1;1
